Year,Month,Country,Product_Reference,Category,Marketing_Campaign_Type,Sales_Units,Marketing_Investment_USD,Sales_Revenue_USD,Production_Cost_USD,Gross_Margin_USD,Marketing_ROI,Waste_Generated_kg
2023,Mayo,Holanda,Chrysal Protect Y,Regulador de crecimiento,E-mail Marketing,27145,,121283.3,73362.31,47920.98,,907.1
2023,Enero,Ecuador,Chrysal Root R,Regulador de crecimiento,Influencers Agrícolas,27746,6751.0,170332.4,89784.04,80548.37,25.23,1981.78
2022,Enero,Colombia,Chrysal Root R,Fertilizante,Social Media,14962,,63506.16,35013.31,28492.85,,1032.77
2024,Abril,Kenya,Chrysal Flora F,Nutricional,Field Campaign,9197,,45256.94,28113.62,17143.32,,431.35
2023,Enero,Kenya,Chrysal Grow X,Insecticida,Field Campaign,23135,,88808.17,53284.08,35524.09,,1141.81
2025,Enero,Kenya,Chrysal Boost Z,Nutricional,Social Media,15194,,77360.34,47268.98,30091.36,,502.39
2023,Abril,Ecuador,Chrysal Grow X,Regulador de crecimiento,Social Media,27997,,107977.63,51545.17,56432.45,,691.47
2023,Abril,Ecuador,Chrysal Flora F,Regulador de crecimiento,Field Campaign,22810,6751.0,,63632.36,73522.93,20.32,
2025,Mayo,Holanda,Chrysal Boost Z,Regulador de crecimiento,E-mail Marketing,24923,6751.0,,94436.39,55777.15,22.25,645.52
2022,Enero,Kenya,Chrysal Root R,Nutricional,Field Campaign,23187,,137427.12,72501.99,64925.13,,1088.78
2025,Enero,Ecuador,Chrysal Flora F,Regulador de crecimiento,Field Campaign,3690,6751.0,16845.16,8550.2,8294.96,2.5,282.03
2022,Mayo,Holanda,Chrysal Root R,Fertilizante,Social Media,28569,,173143.58,103009.91,70133.67,,2204.67
2022,Marzo,Kenya,Chrysal Protect Y,Regulador de crecimiento,E-mail Marketing,8826,,46478.55,28690.43,17788.13,,303.26
2022,Marzo,Colombia,Chrysal Flora F,Fungicida,Field Campaign,4106,6751.0,19746.91,12292.41,7454.5,2.93,235.88
2025,Marzo,Holanda,Chrysal Protect Y,Nutricional,Field Campaign,34465,6751.0,189157.39,97075.47,92081.93,28.02,1669.64
2022,Mayo,Ecuador,Chrysal Flora F,Fungicida,Influencers Agrícolas,10077,6751.0,38628.37,23966.68,14661.69,5.72,731.0
2024,Enero,Ecuador,Chrysal Flora F,Regulador de crecimiento,Social Media,15483,6751.0,64811.75,29695.89,35115.86,9.6,561.81
2025,Mayo,Holanda,Chrysal Protect Y,Fertilizante,Influencers Agrícolas,1470,6751.0,,3924.22,4607.95,1.26,
2024,Mayo,Holanda,Chrysal Boost Z,Insecticida,Influencers Agrícolas,24475,,109139.81,62723.07,46416.74,,728.22
2022,Marzo,Ecuador,Chrysal Grow X,Regulador de crecimiento,Field Campaign,18689,6751.0,101193.92,46814.46,54379.46,14.99,765.71
2023,Febrero,Colombia,Chrysal Root R,Fertilizante,Social Media,13806,6751.0,66817.96,34406.03,32411.93,9.9,537.65
2022,Enero,Kenya,Chrysal Flora F,Nutricional,E-mail Marketing,27331,6751.0,166937.08,97583.27,69353.81,24.73,1844.34
2024,Marzo,Colombia,Chrysal Root R,Fungicida,Field Campaign,22439,,,73980.6,68989.96,,
2024,Febrero,Holanda,Chrysal Protect Y,Fungicida,E-mail Marketing,17433,6751.0,107834.0,52398.69,55435.31,15.97,661.99
2025,Febrero,Colombia,Chrysal Root R,Fungicida,E-mail Marketing,4239,,19205.53,9723.18,9482.34,,201.2
2023,Abril,Ecuador,Chrysal Protect Y,Nutricional,Social Media,32972,6751.0,142578.83,77208.59,65370.25,21.12,848.49
2025,Enero,Holanda,Chrysal Root R,Fertilizante,Influencers Agrícolas,12377,6751.0,62887.22,34278.39,28608.83,9.32,914.52
2024,Febrero,Kenya,Chrysal Grow X,Nutricional,Social Media,12563,,47988.18,29109.63,18878.55,,956.36
2022,Marzo,Ecuador,Chrysal Grow X,Fungicida,E-mail Marketing,20976,6751.0,81170.52,48704.8,32465.72,12.02,1652.66
2023,Abril,Ecuador,Chrysal Grow X,Regulador de crecimiento,Field Campaign,25055,6751.0,132638.28,71805.53,60832.75,19.65,1806.8
2022,Enero,Kenya,Chrysal Grow X,Insecticida,E-mail Marketing,20796,,108247.62,67019.72,41227.89,,632.98
2022,Mayo,Kenya,Chrysal Grow X,Nutricional,Field Campaign,21862,6751.0,141783.19,67041.82,74741.37,21.0,497.84
2023,Marzo,Colombia,Chrysal Grow X,Nutricional,Field Campaign,12505,,54333.89,27225.12,27108.77,,684.97
2025,Febrero,Holanda,Chrysal Protect Y,Fertilizante,Social Media,28847,,129721.51,79855.95,49865.56,,2156.5
2022,Febrero,Kenya,Chrysal Flora F,Fertilizante,E-mail Marketing,11766,,48317.78,25395.77,22922.01,,360.52
2024,Marzo,Kenya,Chrysal Root R,Nutricional,Influencers Agrícolas,18174,,114084.85,73725.77,40359.08,,371.16
2022,Febrero,Holanda,Chrysal Grow X,Fungicida,E-mail Marketing,11938,,70435.28,38264.01,32171.27,,815.72
2023,Abril,Kenya,Chrysal Protect Y,Insecticida,E-mail Marketing,16735,6751.0,100749.98,61294.99,39454.99,14.92,411.81
2023,Enero,Kenya,Chrysal Protect Y,Fertilizante,Influencers Agrícolas,1289,6751.0,8040.09,4264.96,3775.13,1.19,57.78
2023,Abril,Colombia,Chrysal Protect Y,Fungicida,Social Media,23060,6751.0,120309.32,64364.37,55944.95,17.82,1400.51
2025,Febrero,Ecuador,Chrysal Flora F,Regulador de crecimiento,E-mail Marketing,26869,,134834.6,71000.75,63833.85,,919.13
2022,Mayo,Ecuador,Chrysal Root R,Fertilizante,E-mail Marketing,20075,,94193.04,55933.25,38259.79,,502.63
2025,Enero,Ecuador,Chrysal Flora F,Fungicida,Field Campaign,33621,,,101408.21,79838.55,,
2025,Enero,Ecuador,Chrysal Boost Z,Fungicida,E-mail Marketing,17799,,89467.59,57147.93,32319.67,,1028.97
2023,Marzo,Kenya,Chrysal Protect Y,Insecticida,Influencers Agrícolas,34522,6751.0,173273.76,86667.73,86606.02,25.67,2737.92
2023,Marzo,Holanda,Chrysal Boost Z,Insecticida,Field Campaign,11425,6751.0,72316.88,33997.07,38319.81,10.71,464.52
2025,Mayo,Holanda,Chrysal Grow X,Regulador de crecimiento,Social Media,2429,,15683.77,8291.26,7392.51,,57.58
2022,Enero,Colombia,Chrysal Grow X,Fungicida,Field Campaign,11773,,70055.33,40165.7,29889.63,,754.19
2024,Mayo,Colombia,Chrysal Flora F,Fungicida,Influencers Agrícolas,7659,6751.0,44753.43,27843.78,16909.64,6.63,392.94
2025,Marzo,Kenya,Chrysal Root R,Insecticida,Influencers Agrícolas,22639,,127627.52,66269.23,61358.29,,742.38
2022,Marzo,Holanda,Chrysal Boost Z,Fertilizante,Field Campaign,28016,,119023.23,69123.62,49899.62,,1874.38
2023,Enero,Holanda,Chrysal Root R,Fertilizante,Social Media,19745,,78182.02,40657.76,37524.26,,636.29
2023,Abril,Ecuador,Chrysal Flora F,Nutricional,Field Campaign,7339,6751.0,41575.15,23841.02,17734.13,6.16,261.56
2022,Febrero,Kenya,Chrysal Grow X,Insecticida,Social Media,34425,6751.0,198553.86,124485.64,74068.22,29.41,879.62
2024,Marzo,Kenya,Chrysal Root R,Nutricional,Field Campaign,5686,,22327.94,11080.72,11247.22,,249.99
2023,Marzo,Ecuador,Chrysal Root R,Insecticida,Influencers Agrícolas,8285,6751.0,52243.05,27733.14,24509.92,7.74,373.95
2023,Abril,Kenya,Chrysal Grow X,Regulador de crecimiento,E-mail Marketing,32255,,130506.3,84653.31,45852.99,,1640.93
2023,Abril,Kenya,Chrysal Boost Z,Fungicida,E-mail Marketing,17567,,80315.12,50093.46,30221.66,,1098.6
2022,Mayo,Colombia,Chrysal Grow X,Regulador de crecimiento,Social Media,29253,6751.0,164268.83,92471.52,71797.31,24.33,2175.43
2025,Mayo,Holanda,Chrysal Root R,Insecticida,Social Media,11544,,49161.92,27202.55,21959.38,,326.28
2023,Febrero,Kenya,Chrysal Boost Z,Fungicida,Social Media,13026,,51447.79,26079.92,25367.87,,303.0
2025,Febrero,Colombia,Chrysal Boost Z,Fertilizante,Influencers Agrícolas,28669,6751.0,134575.02,74479.46,60095.57,19.93,605.26
2024,Enero,Holanda,Chrysal Grow X,Fertilizante,Field Campaign,23388,,137243.67,85041.16,52202.51,,669.3
2023,Mayo,Ecuador,Chrysal Root R,Nutricional,Influencers Agrícolas,14240,,70017.12,41102.49,28914.63,,846.95
2023,Marzo,Colombia,Chrysal Flora F,Insecticida,E-mail Marketing,32509,,180848.44,91872.6,88975.84,,2069.15
2024,Mayo,Colombia,Chrysal Root R,Insecticida,Social Media,23295,6751.0,124977.01,61275.33,63701.69,18.51,1565.2
